2931,原動機製造業
2932,流體傳動設備製造業
2933,泵、壓縮機、活栓及活閥製造業
2934,機械傳動設備製造
2935,輸送機械設備製造業
2936,事務機械設備製造業
2937,污染防治設備製造
2938,動力手工具製造業
2939,其他通用機械設備
3010,汽車製造業
3020,車體製造業
3030,汽車零件製造業
3110,船舶及其零件製造業
3121,機車製造業
3122,機車零件製造業
3131,自行車製造業
3132,自行車零件製造業
3190,未分類其他運輸工具及零件製造業
3211,木製家具製造業
3219,其他非金屬家具製造業
3220,金屬家具製造業
3311,體育用品製造業
3312,玩具製造業
3313,樂器製造業
3314,文具製造業
3321,眼鏡製造業
3329,其他醫療器材及用品製造業
3391,珠寶及金工製品製造業
3392,拉鍊及鈕扣製造業
3399,其他未分類製造業
3400,產業用機械設備維修及安裝業
3510,電力供應業
3520,氣體燃料供應業
3530,蒸汽供應業
3600,用水供應業
3700,廢（污）水處理業
3811,無害廢棄物清除業
3812,有害廢棄物清除業
3821,無害廢棄物處理業
3822,有害廢棄物處理業
3830,資源回收業
3900,污染整治業
4100,建築工程業
4210,道路工程業
4220,公用事業設施工程業
4290,其他土木工程業
4310,整地、基礎及結構工程業
4320,庭園景觀工程業
4331,機電、電信及電路設備安裝業
4332,冷凍、空調及管道工程業
4339,其他建築設備安裝業
4340,最後修整工程業
4390,其他專門營造業
4510,商品經紀業
4520,綜合商品批發業
4531,穀類及豆類批發業
4532,花卉批發業
4533,活動物批發業
4539,其他農產原料批發業
4541,蔬果批發業
4542,肉品批發業
4543,水產品批發業
4544,冷凍調理食品批發業
4545,乳製品、蛋及食用油脂批發業
4546,菸酒批發業
4547,非酒精飲料批發業
4548,咖啡、茶葉及香料批發業
4549,其他食品批發業
4551,布疋批發業
4552,服裝及其配件批發業
4553,鞋類批發業
4559,其他服飾品批發業
4561,家庭電器批發業
4562,家具批發業
4563,家飾品批發業
4564,家用攝影器材及光學產品批發業
4565,鐘錶及眼鏡批發業
4566,珠寶及貴金屬製品批發業
4567,清潔用品批發業
4569,其他家庭器具及用品批發業
4571,藥品及醫療用品批發業
4572,化粧品批發業
4581,書籍、文具批發業
4582,運動用品、器材批發業
4583,玩具、娛樂用品批發業
4611,木製建材批發業
4612,磚瓦、砂石、水泥及其製品批發業
4613,磁磚、貼面石材、衛浴設備批發業
4614,漆料、塗料批發業
4615,金屬建材批發業
4619,其他建材批發業
4621,化學原料批發業
4622,化學製品批發業
4631,石油製品燃料批發業
4639,其他燃料批發業
4641,電腦及其週邊設備、軟體批發業
4642,電子設備及其零組件批發業
4643,農用及工業用機械設備批發業
4644,辦公用機械器具批發業
4649,其他機械器具批發業
4651,汽車批發業
4652,機車批發業
4653,汽機車零配件、用品批發業
4691,回收物料批發業
4699,未分類其他專賣批發業
4711,食品飲料為主之綜合商品零售業
4719,其他綜合商品零售業
4721,蔬果零售業
4722,肉品零售業
4723,水產品零售業
4729,其他食品及飲料、菸草製品零售業
4731,布疋零售業
4732,服裝及其配件零售業
4733,鞋類零售業
4739,其他服飾品零售業
4741,家庭電器零售業
4742,家具零售業
4743,家飾品零售業
4744,鐘錶及眼鏡零售業
4745,珠寶及貴金屬製品零售業
4749,其他家庭器具及用品零售業
4751,藥品及醫療用品零售業
4752,化粧品零售業
4761,書籍、文具零售業
4762,運動用品、器材零售業
4763,玩具、娛樂用品零售業
4764,音樂帶及影片零售業
4810,建材零售業
4821,加油站業
4829,其他燃料零售業
4831,電腦及其週邊設備、軟體零售業
4832,通訊設備零售業
4833,視聽設備零售業
4841,汽車零售業
4842,機車零售業
4843,汽機車零配件、用品零售業
4851,花卉零售業
4852,其他全新商品零售業
4853,中古商品零售業
4861,食品、飲料及菸草製品之零售攤販業
4862,紡織品、服裝及鞋類之零售攤販業
4869,其他商品之零售攤販業
4871,電子購物及郵購業
4872,直銷業
4879,未分類其他無店面零售業
4910,鐵路運輸業
4920,大眾捷運系統運輸業
4931,公共汽車客運業
4932,計程車客運業
4939,其他汽車客運業
4940,汽車貨運業
4990,其他陸上運輸業
5010,海洋水運業
5020,內河及湖泊水運業
5101,民用航空運輸業
5102,普通航空業
5210,報關業
5220,船務代理業
5231,陸上貨運承攬業
5232,海洋貨運承攬業
5233,航空貨運承攬業
5241,停車場業
5249,其他陸上運輸輔助業
5251,港埠業
5259,其他水上運輸輔助業
5260,航空運輸輔助業
5290,其他運輸輔助業
5301,普通倉儲業
5302,冷凍冷藏倉儲業
5410,郵政業
5420,快遞服務業
5510,短期住宿服務業
5590,其他住宿服務業
5610,餐館業
5621,非酒精飲料店業
5622,酒精飲料店業
5631,餐食攤販業
5632,調理飲料攤販業
5690,其他餐飲業
5811,新聞出版業
5812,雜誌（期刊）出版業
5813,書籍出版業
5819,其他出版業
5820,軟體出版業
5911,影片製作業
5912,影片後製服務業
5913,影片發行業
5914,影片放映業
5920,聲音錄製及音樂出版業
6010,廣播業
6021,電視傳播業
6022,有線及其他付費節目播送業
6100,電信業
6201,電腦軟體設計業
6202,電腦系統整合服務業
6209,其他電腦系統設計服務業
6311,入口網站經營業
6312,資料處理、網站代管及相關服務業
6391,新聞供應業
6399,未分類其他資訊供應服務業
6411,中央銀行
6412,銀行業
6413,信用合作社業
6414,農會、漁會信用部
6415,郵政儲金匯兌業
6419,其他存款機構
6420,金融控股業
6430,信託、基金及其他金融工具
6491,金融租賃業
6492,票券金融業
6493,證券金融業
6494,信用卡業
6495,典當業
6496,民間融資業
6499,未分類其他金融中介業
6510,人身保險業
6520,財產保險業
6530,再保險業
6540,退休基金
6551,保險代理及經紀業
6559,其他保險及退休基金輔助業
6611,證券商
6619,其他證券業
6621,期貨商
6629,其他期貨業
6631,投資顧問業
6632,信託服務業
6639,其他金融輔助業
6640,基金管理業
6700,不動產開發業
6811,不動產租售業
6812,不動產經紀業
6891,不動產管理業
6899,未分類其他不動產業
6911,律師事務服務業
6912,代書事務服務業
6919,其他法律服務業
6920,會計服務業
7010,企業總管理機構
7020,管理顧問業
7111,建築服務業
7112,工程服務及相關技術顧問業
7121,環境檢測服務業
7129,其他技術檢測及分析服務業
7210,自然及工程科學研究發展服務業
7220,社會及人文科學研究發展服務業
7230,綜合研究發展服務業
7311,一般廣告業
7312,戶外廣告業
7319,其他廣告業
7320,市場研究及民意調查業
7401,室內設計業
7409,其他專門設計服務業
7500,獸醫服務業
7601,攝影業
7602,翻譯服務業
7603,藝人及模特兒等經紀業
7609,未分類其他專業、科學及技術服務業
7711,營造用機械設備租賃業
7712,農業及其他工業用機械設備租賃業
7713,辦公用機械設備租賃業
7719,其他機械設備租賃業
7721,汽車租賃業
7722,船舶租賃業
7723,貨櫃租賃業
7729,其他運輸工具設備租賃業
7731,運動及娛樂用品租賃業
7732,錄影帶及碟片租賃業
7739,其他物品租賃業
7740,非金融性無形資產租賃業
7801,職業介紹服務業
7802,人力派遣業
7809,其他就業服務業
7900,旅行業
8001,保全服務業
8002,系統保全服務業
8003,私家偵探服務業
8110,複合支援服務業
8120,清潔服務業
8130,綠化服務業
8201,代收帳款及信用調查服務業
8202,會議及展覽服務業
8203,影印業
8209,其他業務及辦公室支援服務業
8311,政府機關
8312,民意機關
8320,國防事務業
8330,強制性社會安全
8400,國際組織及外國機構
8510,學前教育事業
8520,小學
8530,中學
8540,職業學校
8550,大專校院
8560,特殊教育事業
8571,外語教育服務業
8572,藝術教育服務業
8573,運動及休閒教育服務業
8574,商業、資訊及專業管理教育服務業
8579,未分類其他教育服務業
8580,教育輔助服務業
8610,醫院
8620,診所
8691,醫學檢驗服務業
8699,未分類其他醫療保健服務業
8701,護理照顧服務業
8702,心智障礙及藥物濫用者居住照顧服務業
8703,老人居住照顧服務業
8709,其他居住照顧服務業
8801,兒童及少年之社會工作服務業
8802,老人之社會工作服務業
8803,身心障礙者之社會工作服務業
8804,婦女之社會工作服務業
8809,未分類其他社會工作服務業
9010,創作業
9020,藝術表演業
9031,藝術表演場所經營業
9039,其他藝術表演輔助服務業
9101,圖書館及檔案保存業
9102,植物園、動物園及自然生態保護機構
9103,博物館、歷史遺址及其他類似機構
9200,博弈業
9311,職業運動業
9312,運動場館業
9319,其他運動服務業
9321,遊樂園及主題樂園
9322,視聽及視唱業
9323,特殊娛樂業
9324,遊戲場業
9329,其他娛樂及休閒服務業
9410,宗教組織
9421,工商業團體
9422,專門職業團體
9423,勞工團體
9424,農民團體
9491,政治團體
9499,未分類其他組織
9511,汽車維修業
9512,汽車美容業
9521,電腦及其週邊設備修理業
9522,通訊傳播設備修理業
9523,視聽電子產品及家用電器修理業
9591,機車維修業
9599,未分類其他個人及家庭用品維修業
9610,洗衣業
9620,理髮及美容業
9630,殯葬服務業
9640,家事服務業
9690,其他個人服務業
