4314,竹田鄉
4315,新埤鄉
4316,枋寮鄉
4317,新園鄉
4318,崁頂鄉
4319,林邊鄉
4320,南州鄉
4321,佳冬鄉
4322,琉球鄉
4323,車城鄉
4324,滿州鄉
4325,枋山鄉
4326,三地門鄉
4327,霧臺鄉
4328,瑪家鄉
4329,泰武鄉
4330,來義鄉
4331,春日鄉
4332,獅子鄉
4333,牡丹鄉
4400,澎湖縣
4401,馬公市
4402,湖西鄉
4403,白沙鄉
4404,西嶼鄉
4405,望安鄉
4406,七美鄉
4500,花蓮縣
4501,花蓮市
4502,鳳林鎮
4503,玉里鎮
4504,新城鄉
4505,吉安鄉
4506,壽豐鄉
4507,光復鄉
4508,豐濱鄉
4509,瑞穗鄉
4510,富里鄉
4511,秀林鄉
4512,萬榮鄉
4513,卓溪鄉
4600,台東縣
4601,臺東市
4602,成功鎮
4603,關山鎮
4604,卑南鄉
4605,大武鄉
4606,太麻里鄉
4607,東河鄉
4608,長濱鄉
4609,鹿野鄉
4610,池上鄉
4611,綠島鄉
4612,延平鄉
4613,海端鄉
4614,達仁鄉
4615,金峰鄉
4616,蘭嶼鄉
5000,金門縣
5001,金城鎮
5002,金湖鎮
5003,金沙鎮
5004,金寧鄉
5005,烈嶼鄉
5006,烏坵鄉
5100,連江縣
5101,南竿鄉
5102,北竿鄉
5103,莒光鄉
5104,東引鄉
